district,crop_type,plot_acres,soil_nitrogen_kg_ha,soil_ph,organic_carbon_pct,phosphorus_kg_ha,potassium_kg_ha,growth_stage,days_since_sowing,ndvi,optimal_solid_urea_pct,optimal_nano_urea_pct,solid_urea_bags,nano_urea_bottles,water_liters,expected_yield_quintal_acre
Amritsar,paddy,5,287.1,8.05,0.398,40.0,140.9,grain_filling,119,0.545,38.7,61.3,4.17,6.59,625,27.27
Sangrur,paddy,4,212.5,7.12,0.462,13.0,313.9,panicle_initiation,63,0.701,41.2,58.8,3.54,5.06,500,27.66
Ludhiana,paddy,1,284.2,7.89,0.387,39.2,201.0,flowering,78,0.675,38.4,61.6,0.83,1.33,125,26.99
Firozpur,paddy,7,235.8,8.17,0.286,35.6,171.4,grain_filling,120,0.567,53.4,46.6,8.03,7.02,875,25.69
Gurdaspur,wheat,2,205.2,7.04,0.423,28.0,237.8,heading,100,0.699,43.3,56.7,2.03,2.66,250,18.5
Bathinda,paddy,2,152.2,7.51,0.363,17.1,298.0,tillering,34,0.368,60.4,39.6,2.6,1.7,250,26.91
Amritsar,paddy,7,195.5,7.23,0.475,17.5,286.9,tillering,16,0.483,52.0,48.0,7.83,7.23,875,27.77
Firozpur,paddy,5,188.9,8.56,0.236,30.7,291.7,flowering,78,0.724,48.7,51.3,5.23,5.52,625,26.87
Ludhiana,paddy,1,295.6,7.42,0.617,44.4,190.0,flowering,90,0.637,30.0,70.0,0.65,1.51,125,27.63
Amritsar,paddy,5,194.1,7.83,0.396,22.4,298.3,tillering,33,0.483,51.7,48.3,5.56,5.2,625,26.01
Sangrur,wheat,5,187.2,8.01,0.301,41.3,296.8,heading,94,0.714,49.9,50.1,5.85,5.88,625,19.49
Kapurthala,wheat,7,189.9,7.05,0.303,40.5,255.7,grain_filling,119,0.573,51.3,48.7,8.42,8.0,875,18.45
Firozpur,paddy,1,227.8,7.71,0.378,28.7,147.6,tillering,34,0.422,50.4,49.6,1.08,1.07,125,27.38
Patiala,paddy,5,309.1,6.91,0.434,40.7,199.1,tillering,36,0.563,41.5,58.5,4.46,6.29,625,28.04
Moga,paddy,7,160.9,8.2,0.42,26.1,233.3,seedling,14,0.211,66.5,33.5,10.02,5.04,875,27.44
Sangrur,paddy,3,239.2,7.08,0.61,41.1,171.8,grain_filling,114,0.61,34.7,65.3,2.24,4.21,375,27.18
Sangrur,wheat,3,188.4,7.03,0.343,32.9,280.5,tillering,30,0.44,55.9,44.1,3.93,3.1,375,17.41
Ludhiana,paddy,4,192.5,8.03,0.585,11.2,138.2,seedling,4,0.194,53.8,46.2,4.63,3.97,500,28.19
Jalandhar,paddy,2,294.9,7.63,0.534,10.5,229.6,grain_filling,117,0.46,37.0,63.0,1.59,2.71,250,26.17
Moga,wheat,3,220.8,8.05,0.303,36.9,257.7,germination,11,0.156,60.1,39.9,4.23,2.81,375,18.25
Jalandhar,paddy,2,161.5,7.17,0.598,12.5,129.2,seedling,14,0.245,57.5,42.5,2.47,1.83,250,29.17
Kapurthala,paddy,3,232.7,7.56,0.557,43.4,204.7,flowering,78,0.763,36.3,63.7,2.34,4.11,375,27.77
Patiala,wheat,12,271.1,7.8,0.49,25.7,290.3,tillering,44,0.498,51.5,48.5,14.51,13.65,1500,18.97
Bathinda,wheat,5,246.0,8.39,0.446,36.8,308.4,germination,13,0.153,56.7,43.3,6.65,5.08,625,18.16
Sangrur,paddy,1,278.7,7.18,0.537,25.2,167.9,grain_filling,101,0.579,42.6,57.4,0.92,1.23,125,28.14
Patiala,paddy,2,216.1,7.44,0.372,17.3,217.2,tillering,30,0.493,52.2,47.8,2.25,2.06,250,25.46
Kapurthala,paddy,4,244.0,8.17,0.489,11.1,264.8,seedling,3,0.253,56.8,43.2,4.89,3.72,500,26.48
Sangrur,paddy,5,269.2,7.92,0.413,12.2,244.5,flowering,71,0.714,34.9,65.1,3.75,7.0,625,28.58
Amritsar,wheat,1,204.5,7.93,0.477,41.6,303.1,jointing,74,0.55,45.0,55.0,1.05,1.29,125,18.24
Jalandhar,wheat,2,198.5,8.1,0.374,12.0,130.5,tillering,28,0.536,54.3,45.7,2.55,2.14,250,18.37
Moga,paddy,2,212.9,7.67,0.488,43.0,173.4,tillering,42,0.49,46.5,53.5,2.0,2.3,250,27.38
Bathinda,wheat,2,242.7,8.1,0.27,18.1,294.9,heading,99,0.734,44.4,55.6,2.08,2.61,250,19.26
Sangrur,paddy,7,300.9,8.08,0.485,10.0,300.1,grain_filling,91,0.512,36.7,63.3,5.53,9.53,875,27.43
Firozpur,wheat,4,215.7,7.93,0.423,41.3,254.8,grain_filling,122,0.626,44.4,55.6,4.16,5.22,500,19.92
Moga,wheat,5,174.4,7.53,0.357,31.1,283.3,tillering,34,0.379,55.8,44.2,6.55,5.18,625,19.15
Kapurthala,wheat,7,246.1,7.06,0.48,17.9,300.9,tillering,28,0.395,49.5,50.5,8.12,8.3,875,17.64
Gurdaspur,wheat,1,268.0,7.14,0.463,16.9,229.7,tillering,39,0.355,50.9,49.1,1.19,1.15,125,18.64
Firozpur,wheat,4,195.1,8.54,0.485,37.3,240.4,grain_filling,127,0.639,45.6,54.4,4.28,5.1,500,19.65
Bathinda,wheat,10,219.0,8.33,0.237,36.8,133.7,jointing,51,0.531,56.7,43.3,13.31,10.15,1250,18.91
Amritsar,wheat,3,172.1,7.91,0.473,42.1,290.2,heading,96,0.774,41.2,58.8,2.9,4.14,375,19.06
Sangrur,paddy,4,190.9,8.06,0.429,32.9,123.8,panicle_initiation,52,0.7,46.8,53.2,4.03,4.57,500,28.98
Sangrur,paddy,5,296.2,7.1,0.479,18.9,147.8,tillering,31,0.406,46.4,53.6,4.99,5.76,625,27.4
Ludhiana,wheat,5,303.6,7.85,0.604,23.4,182.7,tillering,38,0.354,37.0,63.0,4.34,7.39,625,19.14
Gurdaspur,paddy,2,313.6,7.35,0.324,15.9,250.5,grain_filling,120,0.584,39.3,60.7,1.69,2.61,250,28.36
Jalandhar,wheat,4,283.6,8.26,0.416,39.2,130.7,grain_filling,126,0.488,32.4,67.6,3.04,6.34,500,18.73
Kapurthala,wheat,4,170.2,7.12,0.419,20.7,305.1,jointing,53,0.667,47.9,52.1,4.49,4.89,500,20.0
Jalandhar,paddy,2,171.1,7.81,0.469,33.9,194.0,flowering,85,0.762,40.3,59.7,1.73,2.57,250,28.09
Amritsar,wheat,3,276.1,7.32,0.285,20.5,312.0,germination,2,0.284,60.3,39.7,4.24,2.8,375,17.6
Moga,wheat,1,215.3,7.91,0.383,18.1,214.0,grain_filling,101,0.498,39.6,60.4,0.93,1.42,125,19.42
Kapurthala,paddy,7,255.7,7.31,0.49,39.7,200.3,flowering,68,0.631,35.5,64.5,5.34,9.71,875,27.98
Firozpur,paddy,10,231.7,7.78,0.452,31.1,197.8,grain_filling,101,0.542,38.6,61.4,8.29,13.21,1250,27.64
Jalandhar,wheat,2,291.6,7.45,0.413,37.5,229.2,heading,99,0.68,37.0,63.0,1.74,2.96,250,20.39
Jalandhar,paddy,3,209.7,7.23,0.584,27.1,220.6,panicle_initiation,47,0.736,34.5,65.5,2.22,4.23,375,28.42
Patiala,wheat,5,189.7,7.65,0.649,34.0,123.6,tillering,38,0.464,55.5,44.5,6.52,5.21,625,19.93
Kapurthala,wheat,5,286.2,7.15,0.412,39.8,301.3,tillering,27,0.469,45.8,54.2,5.37,6.36,625,20.1
Ludhiana,wheat,5,265.8,7.05,0.343,40.3,233.3,germination,12,0.22,59.4,40.6,6.97,4.76,625,18.61
Bathinda,wheat,1,164.4,7.94,0.284,14.3,136.9,heading,91,0.653,45.2,54.8,1.06,1.29,125,19.29
Bathinda,paddy,4,192.9,8.44,0.292,11.3,300.9,tillering,40,0.568,55.9,44.1,4.81,3.8,500,25.45
Kapurthala,wheat,4,285.2,7.86,0.488,33.2,202.8,grain_filling,104,0.555,35.8,64.2,3.36,6.03,500,19.15
Ludhiana,paddy,3,286.2,7.32,0.353,34.5,171.5,grain_filling,106,0.472,36.4,63.6,2.35,4.11,375,27.29
Jalandhar,paddy,3,209.2,7.3,0.291,23.5,300.7,tillering,20,0.534,50.5,49.5,3.26,3.2,375,25.71
Moga,paddy,3,193.4,7.27,0.285,14.0,134.3,tillering,16,0.429,57.9,42.1,3.73,2.72,375,27.28
Ludhiana,wheat,2,299.9,7.83,0.569,39.3,144.5,jointing,64,0.559,33.6,66.4,1.58,3.11,250,18.43
Amritsar,paddy,15,200.3,7.9,0.272,16.1,297.9,tillering,44,0.569,46.6,53.4,15.05,17.21,1875,26.26
Bathinda,paddy,1,247.9,7.78,0.211,20.7,259.2,seedling,2,0.16,67.0,33.0,1.44,0.71,125,27.3
Gurdaspur,paddy,2,180.2,7.14,0.422,31.6,226.8,seedling,12,0.171,56.7,43.3,2.44,1.86,250,27.02
Gurdaspur,wheat,10,280.9,7.01,0.467,35.7,154.6,grain_filling,112,0.623,35.8,64.2,8.4,15.06,1250,19.74
Bathinda,wheat,3,189.4,7.64,0.286,15.2,247.2,heading,84,0.799,48.2,51.8,3.39,3.65,375,19.54
Ludhiana,wheat,2,258.5,7.46,0.394,32.8,146.9,grain_filling,129,0.604,44.4,55.6,2.08,2.61,250,19.93
Jalandhar,paddy,3,239.7,7.59,0.342,36.1,145.4,panicle_initiation,47,0.649,50.7,49.3,3.27,3.18,375,28.03
Patiala,paddy,15,257.3,7.57,0.6,20.2,184.5,panicle_initiation,62,0.611,39.7,60.3,12.82,19.44,1875,29.12
Sangrur,paddy,10,173.5,7.98,0.529,11.3,205.9,grain_filling,91,0.549,43.9,56.1,9.43,12.08,1250,28.67
Sangrur,paddy,5,237.4,7.08,0.561,40.4,247.9,seedling,15,0.236,58.3,41.7,6.27,4.48,625,28.06
Kapurthala,wheat,2,191.0,8.18,0.385,14.5,229.1,tillering,42,0.486,62.2,37.8,2.92,1.77,250,18.9
Gurdaspur,wheat,5,277.5,7.71,0.538,18.0,204.6,germination,16,0.251,52.2,47.8,6.12,5.61,625,21.25
Kapurthala,paddy,4,299.6,7.94,0.38,19.7,253.4,grain_filling,94,0.548,37.5,62.5,3.23,5.38,500,26.87
Patiala,wheat,2,305.2,7.93,0.418,15.7,168.1,tillering,33,0.464,43.6,56.4,2.05,2.65,250,19.86
Jalandhar,paddy,5,221.1,8.05,0.542,20.2,187.9,tillering,45,0.534,52.2,47.8,5.61,5.14,625,28.66
Kapurthala,paddy,4,248.8,8.01,0.371,13.4,243.2,seedling,5,0.205,65.0,35.0,5.59,3.01,500,25.83
Patiala,paddy,3,299.5,7.92,0.478,28.6,310.8,flowering,80,0.758,35.2,64.8,2.27,4.18,375,28.55
Firozpur,paddy,5,245.9,8.25,0.354,30.5,317.7,panicle_initiation,49,0.707,48.2,51.8,5.18,5.57,625,28.59
Patiala,wheat,3,235.5,6.84,0.434,15.4,297.3,germination,1,0.278,54.3,45.7,3.82,3.22,375,18.11
Moga,wheat,3,274.0,8.25,0.567,25.5,248.9,jointing,71,0.577,44.3,55.7,3.12,3.92,375,18.23
Jalandhar,paddy,5,256.9,7.25,0.301,44.1,256.2,flowering,75,0.74,39.6,60.4,4.26,6.49,625,29.01
Bathinda,wheat,1,178.1,8.61,0.38,40.9,243.2,tillering,32,0.373,55.4,44.6,1.3,1.05,125,18.82
Sangrur,wheat,7,178.8,8.08,0.395,40.5,120.8,tillering,23,0.499,55.2,44.8,9.07,7.35,875,19.98
Bathinda,paddy,10,178.2,7.62,0.321,13.2,145.8,seedling,12,0.262,58.5,41.5,12.58,8.93,1250,27.8
Firozpur,paddy,12,269.1,7.56,0.234,34.3,286.4,flowering,87,0.736,46.6,53.4,12.03,13.78,1500,27.82
Bathinda,paddy,1,163.4,7.76,0.337,25.9,295.6,seedling,4,0.248,62.0,38.0,1.33,0.82,125,25.75
Jalandhar,paddy,4,220.4,7.58,0.289,34.3,281.5,flowering,88,0.601,42.3,57.7,3.64,4.97,500,27.1
Moga,wheat,1,179.5,8.05,0.564,13.5,151.1,tillering,33,0.431,49.7,50.3,1.17,1.18,125,19.57
Sangrur,paddy,5,260.2,7.79,0.327,13.7,145.5,tillering,17,0.471,51.4,48.6,5.53,5.23,625,27.5
Gurdaspur,wheat,12,203.7,7.19,0.62,42.0,185.8,tillering,36,0.521,44.9,55.1,12.65,15.5,1500,19.42
Amritsar,paddy,2,212.7,7.57,0.401,21.9,271.4,grain_filling,117,0.458,44.1,55.9,1.9,2.41,250,27.62
Moga,wheat,5,242.3,7.59,0.532,25.9,265.3,jointing,54,0.719,43.9,56.1,5.15,6.58,625,20.09
Firozpur,wheat,4,221.1,8.31,0.43,27.8,282.2,germination,3,0.169,68.5,31.5,6.43,2.95,500,19.12
Patiala,wheat,12,264.4,7.28,0.547,32.3,314.5,grain_filling,122,0.48,46.9,53.1,13.21,14.94,1500,19.3
Firozpur,paddy,2,191.8,8.21,0.229,30.5,230.8,tillering,39,0.367,65.1,34.9,2.8,1.5,250,28.58
Kapurthala,wheat,3,264.4,7.76,0.529,21.4,268.1,grain_filling,119,0.519,41.5,58.5,2.92,4.12,375,19.24
Amritsar,paddy,2,261.6,7.56,0.504,36.6,179.4,grain_filling,100,0.482,39.1,60.9,1.68,2.62,250,28.73
Moga,paddy,7,188.1,7.58,0.503,24.9,287.5,flowering,87,0.66,41.7,58.3,6.27,8.78,875,28.06
Amritsar,paddy,2,187.7,8.39,0.451,26.2,242.7,flowering,90,0.655,44.0,56.0,1.89,2.41,250,27.16
Kapurthala,paddy,2,246.2,7.12,0.472,25.8,274.9,grain_filling,91,0.527,44.7,55.3,1.92,2.38,250,27.88
Firozpur,wheat,3,149.3,8.21,0.387,20.3,122.7,tillering,42,0.381,64.4,35.6,4.53,2.51,375,20.21
Jalandhar,paddy,3,280.5,8.0,0.457,22.7,193.0,seedling,9,0.174,55.9,44.1,3.61,2.84,375,25.54
Ludhiana,wheat,4,218.9,8.07,0.492,24.5,134.5,jointing,51,0.655,41.6,58.4,3.9,5.48,500,19.65
Moga,wheat,5,190.9,7.26,0.569,39.8,302.6,grain_filling,105,0.509,45.1,54.9,5.29,6.44,625,18.98
Bathinda,paddy,4,129.6,7.52,0.425,30.3,190.4,flowering,82,0.723,42.4,57.6,3.65,4.95,500,29.43
Amritsar,wheat,3,244.9,7.86,0.349,15.9,213.3,germination,2,0.207,59.0,41.0,4.15,2.89,375,18.32
Gurdaspur,wheat,10,261.1,7.97,0.357,17.4,214.6,heading,84,0.754,42.4,57.6,9.94,13.52,1250,19.84
Moga,wheat,2,156.1,7.96,0.37,30.0,311.3,heading,92,0.727,46.9,53.1,2.2,2.49,250,18.96
Ludhiana,wheat,1,230.9,7.73,0.342,42.3,135.5,grain_filling,120,0.458,47.3,52.7,1.11,1.24,125,18.59
Gurdaspur,paddy,5,229.5,7.44,0.647,17.5,203.6,flowering,69,0.72,30.0,70.0,3.23,7.53,625,26.83
Ludhiana,wheat,12,237.4,8.19,0.464,19.0,298.2,germination,17,0.215,61.1,38.9,17.19,10.96,1500,17.69
Sangrur,paddy,3,203.4,7.56,0.607,16.0,263.9,tillering,22,0.431,41.9,58.1,2.7,3.75,375,28.54
Patiala,wheat,10,234.5,7.89,0.663,43.8,297.0,heading,99,0.623,38.4,61.6,9.0,14.46,1250,19.32
Jalandhar,wheat,12,172.8,7.31,0.5,39.1,201.8,tillering,27,0.39,57.9,42.1,16.31,11.85,1500,19.16
Ludhiana,paddy,7,245.4,7.97,0.355,37.6,132.8,seedling,1,0.235,56.6,43.4,8.51,6.54,875,26.07
Moga,wheat,3,210.1,7.73,0.515,26.7,276.7,jointing,59,0.555,48.0,52.0,3.38,3.66,375,18.84
Amritsar,paddy,10,199.8,7.54,0.502,11.8,199.3,grain_filling,94,0.498,45.7,54.3,9.83,11.68,1250,29.45
Moga,paddy,5,167.8,7.49,0.441,25.8,123.2,seedling,11,0.264,58.7,41.3,6.31,4.44,625,27.04
Ludhiana,paddy,4,302.0,7.99,0.426,31.0,151.3,tillering,31,0.521,39.3,60.7,3.38,5.22,500,27.02
Jalandhar,wheat,3,186.2,7.79,0.499,14.2,144.6,jointing,65,0.559,47.4,52.6,3.34,3.7,375,18.2
Amritsar,paddy,3,259.3,7.64,0.543,25.2,150.1,grain_filling,117,0.547,44.6,55.4,2.88,3.57,375,30.23
Firozpur,paddy,3,136.9,8.46,0.377,18.8,311.0,flowering,73,0.796,45.2,54.8,2.91,3.54,375,27.49
Jalandhar,paddy,5,192.5,7.25,0.282,27.8,319.7,tillering,35,0.552,51.6,48.4,5.55,5.21,625,26.63
Ludhiana,wheat,4,239.5,7.35,0.36,36.7,318.0,jointing,72,0.595,44.0,56.0,4.13,5.25,500,17.57
Jalandhar,wheat,1,189.7,7.34,0.555,33.7,229.2,germination,8,0.215,63.3,36.7,1.48,0.86,125,19.33
Moga,paddy,4,185.8,7.27,0.499,17.4,198.7,panicle_initiation,50,0.615,47.3,52.7,4.07,4.53,500,28.02
Firozpur,wheat,2,268.9,8.19,0.372,36.8,288.0,jointing,80,0.504,48.4,51.6,2.27,2.42,250,19.7
Moga,wheat,3,220.6,7.48,0.295,24.1,194.8,grain_filling,125,0.509,49.5,50.5,3.48,3.56,375,18.73
Patiala,paddy,3,208.2,7.9,0.64,44.3,184.9,seedling,3,0.274,43.0,57.0,2.77,3.68,375,29.08
Jalandhar,paddy,2,252.6,7.97,0.362,13.1,135.7,grain_filling,112,0.611,38.7,61.3,1.66,2.64,250,27.58
Bathinda,paddy,4,210.0,8.62,0.322,14.7,177.9,grain_filling,110,0.554,51.2,48.8,4.4,4.2,500,28.13
Patiala,paddy,4,204.8,7.61,0.666,23.5,275.8,tillering,37,0.364,44.8,55.2,3.86,4.75,500,28.04
Patiala,wheat,3,192.6,7.24,0.385,30.0,139.2,jointing,55,0.519,53.6,46.4,3.77,3.27,375,18.0
Firozpur,wheat,2,223.4,7.68,0.357,23.7,137.9,tillering,46,0.449,56.6,43.4,2.66,2.04,250,18.38
Firozpur,paddy,10,168.8,7.97,0.352,23.6,284.1,panicle_initiation,62,0.67,47.4,52.6,10.19,11.31,1250,28.14
Patiala,wheat,5,206.5,7.13,0.668,32.7,136.3,heading,87,0.775,36.7,63.3,4.3,7.43,625,21.87
Firozpur,wheat,4,173.4,7.69,0.32,42.0,235.0,jointing,58,0.571,52.5,47.5,4.93,4.46,500,18.28
Bathinda,wheat,15,221.1,8.55,0.303,36.1,200.8,tillering,24,0.503,57.0,43.0,20.05,15.15,1875,17.09
Firozpur,wheat,7,164.3,8.43,0.383,12.4,129.5,grain_filling,101,0.638,42.0,58.0,6.9,9.52,875,19.33
Amritsar,wheat,3,234.5,8.0,0.447,25.6,189.3,grain_filling,111,0.602,44.5,55.5,3.13,3.9,375,18.62
Bathinda,paddy,3,212.4,8.44,0.238,40.9,153.4,grain_filling,93,0.577,49.3,50.7,3.18,3.27,375,25.82
Jalandhar,paddy,5,246.5,8.0,0.348,35.1,165.5,tillering,21,0.479,54.0,46.0,5.81,4.95,625,26.59
Jalandhar,wheat,2,199.8,7.98,0.315,36.3,129.1,tillering,23,0.525,57.4,42.6,2.69,2.0,250,19.63
Sangrur,wheat,1,254.7,7.48,0.33,42.1,275.7,grain_filling,117,0.555,46.1,53.9,1.08,1.26,125,19.39
Bathinda,paddy,2,247.0,8.41,0.432,38.4,285.7,flowering,75,0.661,45.3,54.7,1.95,2.35,250,26.62
